
1-🥬📺央视,#genre#
CCTV7国防军事,http://lt.hxtre.com:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7国防军事,http://lt.hxtre.com:35455/itv/5000000005000026715.m3u8?cdn=bestzb
CCTV7国防军事,http://b.zgjok.com:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8电视剧,http://goo.bkpcp.top/mg/cctv8
CCTV8电视剧,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV8电视剧,http://drive.mxmy.net:8888/udp/239.3.1.175:8001
CCTV8电视剧,http://61.160.112.102:35455/gaoma/cctv8.m3u8
CCTV8电视剧,http://lt.hxtre.com:35455/gaoma/cctv8k_36m.m3u8
CCTV8电视剧,http://lt.hxtre.com:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV8电视剧,http://lt.hxtre.com:35455/gaoma/cctv8.m3u8
CCTV8电视剧,http://113.140.86.162:8009/hls/8/index.m3u8
CCTV9纪录,http://goo.bkpcp.top/mg/cctv9
CCTV9纪录,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV9纪录,http://drive.mxmy.net:8888/udp/239.3.1.62:8112
CCTV9纪录,http://61.160.112.102:35455/gaoma/cctv9.m3u8
CCTV9纪录,http://lt.hxtre.com:35455/itv/1000000001000028286.m3u8?cdn=ystenlive
CCTV9纪录,http://lt.hxtre.com:35455/gaoma/cctv9.m3u8
CCTV9纪录,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8
CCTV10科教,http://goo.bkpcp.top/mg/cctv10
CCTV10科教,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV10科教,http://drive.mxmy.net:8888/udp/239.3.1.63:8116
CCTV10科教,http://61.160.112.102:35455/gaoma/cctv10.m3u8
CCTV10科教,http://lt.hxtre.com:35455/itv/1000000001000026367.m3u8?cdn=ystenlive
CCTV10科教,http://lt.hxtre.com:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV10科教,http://lt.hxtre.com:35455/gaoma/cctv10.m3u8
CCTV10科教,http://b.zgjok.com:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11戏曲,http://goo.bkpcp.top/mg/cctv11
CCTV11戏曲,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV11戏曲,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
CCTV11戏曲,http://61.160.112.102:35455/gaoma/cctv11.m3u8
CCTV11戏曲,http://lt.hxtre.com:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11戏曲,http://lt.hxtre.com:35455/gaoma/cctv11.m3u8
CCTV11戏曲,http://lt.hxtre.com:35455/itv/1000000002000019789.m3u8?cdn=ystenlive
CCTV11戏曲,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV12社会与法,http://goo.bkpcp.top/mg/cctv12
CCTV12社会与法,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV12社会与法,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
CCTV12社会与法,http://61.160.112.102:35455/gaoma/cctv12.m3u8
CCTV12社会与法,http://lt.hxtre.com:35455/gaoma/cctv12.m3u8
CCTV12社会与法,http://lt.hxtre.com:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV12社会与法,http://lt.hxtre.com:35455/itv/1000000001000001640.m3u8?cdn=ystenlive
CCTV12社会与法,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV13新闻,http://goo.bkpcp.top/mg/cctv13
CCTV13新闻,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV13新闻,http://drive.mxmy.net:8888/udp/239.3.1.124:8128
CCTV13新闻,http://61.160.112.102:35455/gaoma/cctv13.m3u8
CCTV13新闻,http://lt.hxtre.com:35455/gaoma/cctv13.m3u8
CCTV13新闻,http://www.lizhinas.top:1009/rtp/239.252.219.139:5140
CCTV14少儿,http://goo.bkpcp.top/mg/cctv14
CCTV14少儿,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV14少儿,http://drive.mxmy.net:8888/udp/239.3.1.65:8132
CCTV14少儿,http://61.160.112.102:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://lt.hxtre.com:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://lt.hxtre.com:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV14少儿,http://b.zgjok.com:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15音乐,http://goo.bkpcp.top/mg/cctv15
CCTV15音乐,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV15音乐,http://drive.mxmy.net:8888/udp/239.3.1.153:8136
CCTV15音乐,http://61.160.112.102:35455/gaoma/cctv15.m3u8
CCTV15音乐,http://lt.hxtre.com:35455/gaoma/cctv15.m3u8
CCTV16奥林匹克,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV16奥林匹克,http://drive.mxmy.net:8888/udp/239.3.1.183:8001
CCTV16奥林匹克,http://61.160.112.102:35455/gaoma/cctv16.m3u8
CCTV16奥林匹克,http://lt.hxtre.com:35455/gaoma/cctv16.m3u8
CCTV16奥林匹克,http://lt.hxtre.com:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV16奥林匹克,http://58.17.48.228:808/hls/25/index.m3u8
CCTV17农业农村,http://goo.bkpcp.top/mg/cctv17
CCTV17农业农村,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV17农业农村,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
CCTV17农业农村,http://61.160.112.102:35455/gaoma/cctv17.m3u8
CCTV17农业农村,http://lt.hxtre.com:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV17农业农村,http://lt.hxtre.com:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV17农业农村,http://lt.hxtre.com:35455/gaoma/cctv17.m3u8
2-🥬💰央视付费,#genre#
CETV2空中课堂,http://drive.mxmy.net:8888/udp/239.3.1.54:4120
CETV3教育服务,http://drive.mxmy.net:8888/udp/239.3.1.55:4120
CETV4职业教育,http://drive.mxmy.net:8888/udp/239.3.1.56:4120
中国教育电视台,http://drive.mxmy.net:8888/udp/239.3.1.57:8152
中国交通,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
CCTV4美洲,http://drive.mxmy.net:8888/udp/239.3.1.214:4220
CCTV4美洲,http://z.b.bkpcp.top/m.php?id=cctv4m
CCTV4欧洲,http://drive.mxmy.net:8888/udp/239.3.1.213:4220
CCTV4欧洲,http://z.b.bkpcp.top/m.php?id=cctv4o
CCTV发现之旅,http://goo.bkpcp.top/mg/fxzl
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV老故事,http://goo.bkpcp.top/mg/lgs
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV央视台球,http://www.lizhinas.top:1009/rtp/239.252.219.80:5140
CCTV中学生,http://goo.bkpcp.top/mg/zxs
CGTN阿语,http://goo.bkpcp.top/mg/cgtna
CGTN阿语,http://drive.mxmy.net:8888/udp/239.3.1.219:4220
CGTN俄语,http://goo.bkpcp.top/mg/cgtnr
CGTN俄语,http://drive.mxmy.net:8888/udp/239.3.1.220:4220
CGTN法语,http://goo.bkpcp.top/mg/cgtnf
CGTN法语,http://drive.mxmy.net:8888/udp/239.3.1.218:4220
CGTN纪录,http://goo.bkpcp.top/mg/cgtnjl
CGTN纪录,http://drive.mxmy.net:8888/udp/239.3.1.216:4220
CGTN纪录,http://z.b.bkpcp.top/m.php?id=cgtnjl
CGTN西语,http://goo.bkpcp.top/mg/cgtne
CGTN西语,http://drive.mxmy.net:8888/udp/239.3.1.217:4220
CGTN新闻,http://drive.mxmy.net:8888/udp/239.3.1.215:4220
