
1.1-📺央视,#genre#
CCTV4中文国际,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctveurope&videoTVChannel=cctveurope&P2PChannelID=pd://cctv_p2p_cctveurope&tai=cctv1&VideoName=cctv1&channelID=cctveurope
CCTV4中文国际,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctveurope&ChannelID=cctveurope&videoTVChannel=cctveurope&P2PChannelID=pd://cctv_p2p_cctveurope
CCTV4中文国际,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际,https://piccpndali.v.myalicdn.com/audio/cctv4_2.m3u8
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV4中文国际,http://183.11.239.36:808/hls/67/index.m3u8
CCTV4中文国际,http://112.46.85.60:8009/hls/4/index.m3u8
CCTV4中文国际,http://58.19.43.46:9901/tsfile/live/1023_1.m3u8
CCTV4中文国际,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8
CCTV5体育,http://42.225.117.174:11199/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://218.15.183.23:9901/tsfile/live/23022_1.m3u8
CCTV5体育,http://120.198.101.106:9901/tsfile/live/1030_1.m3u8
CCTV5体育,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8
CCTV5体育,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://183.223.157.33:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://218.89.240.144:59901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://api3.52tb.xyz/info?id=7&token=20230402fxrjwi
CCTV5体育,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8
CCTV5体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://110.7.131.40:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://61.138.128.226:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5体育,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8
CCTV5体育,http://58.17.48.228:808/hls/5/index.m3u8
CCTV5体育,http://60.29.124.66:6080/hls/16/index.m3u8
CCTV5体育,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5+体育赛事,http://221.2.148.205:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://61.138.128.226:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5+体育赛事,http://36.105.100.208:35455/gaoma/cctv5p.m3u8
CCTV5+体育赛事,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8
CCTV5+体育赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV5+体育赛事,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
CCTV5+体育赛事,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8
CCTV6电影,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://183.237.95.108:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6电影,http://api2.52tb.xyz/info?id=59&token=20230218zdxlqr
CCTV6电影,http://zzssw01.55555.io:9901/tsfile/live/0006_1.m3u8
CCTV6电影,http://221.226.51.220:50081/newlive/live/hls/6/live.m3u8
CCTV6电影,http://58.221.214.82:9901/tsfile/live/0006_1.m3u8
CCTV6电影,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6电影,http://221.2.148.205:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://61.138.128.226:19901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://116.128.242.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6电影,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV6电影,http://36.105.100.208:35455/gaoma/cctv6.m3u8
CCTV6电影,http://58.17.48.228:808/hls/6/index.m3u8
CCTV6电影,http://60.29.124.66:6080/hls/17/index.m3u8
CCTV6电影,http://183.11.239.36:808/hls/94/index.m3u8
CCTV6电影,http://fn.tmde.top:35455/mgtv/624878396.m3u8
CCTV7国防军事,http://42.225.117.174:11199/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7国防军事,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV7国防军事,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV7国防军事,http://61.138.128.226:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7国防军事,http://61.156.228.12:8154/tsfile/live/0007_1.m3u8
CCTV7国防军事,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
CCTV7国防军事,http://36.105.100.208:35455/gaoma/cctv7.m3u8
CCTV8电视剧,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://183.237.95.108:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8电视剧,http://api2.52tb.xyz/info?id=10&token=20230218zdxlqr
CCTV8电视剧,http://zzssw01.55555.io:9901/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv8_1_hd.m3u8
CCTV8电视剧,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv8_1/index.m3u8?BR=hd
CCTV8电视剧,http://61.162.52.6:8088/newlive/live/hls/9/live.m3u8
CCTV8电视剧,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv8&ChannelID=cctv8&videoTVChannel=cctv8&P2PChannelID=pd://cctv_p2p_cctv8
CCTV8电视剧,http://61.138.128.226:19901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://183.11.239.36:808/hls/96/index.m3u8
CCTV8电视剧,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8
CCTV8电视剧,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8
CCTV8电视剧,http://58.221.214.82:9901/tsfile/live/0008_1.m3u8
CCTV9纪录,http://42.225.117.174:11199/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://113.57.111.4:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://zzssw01.55555.io:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://api2.52tb.xyz/info?id=11&token=20230218zdxlqr
CCTV9纪录,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9纪录,http://124.116.183.146:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV9纪录,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctvjilu&ChannelID=cctvjilu&videoTVChannel=cctvjilu&P2PChannelID=pd://cctv_p2p_cctvjilu
CCTV9纪录,http://t.live.cntv.cn/m3u8/cctv400.m3u8
CCTV9纪录,http://61.138.128.226:19901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://116.128.242.83:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9纪录,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://60.29.124.66:6080/hls/20/index.m3u8
CCTV9纪录,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV9纪录,https://piccpndali.v.myalicdn.com/audio/cctv9_2.m3u8
CCTV9纪录,http://116.128.242.83:9901/tsfile/live/0010_1.m3u8
CCTV10科教,http://183.223.157.123:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10科教,http://42.225.117.174:11199/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://183.237.95.108:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10科教,http://221.2.148.205:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv10&videoTVChannel=cctv10&P2PChannelID=pd://cctv_p2p_cctv10&tai=cctv10&VideoName=cctv10&channelID=cctv10
CCTV10科教,http://61.138.128.226:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10科教,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8
CCTV10科教,http://58.17.48.228:808/hls/10/index.m3u8
CCTV10科教,http://60.29.124.66:6080/hls/21/index.m3u8
CCTV10科教,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV11戏曲,http://183.237.95.108:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11戏曲,http://api2.52tb.xyz/info?id=13&token=20230218zdxlqr
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11戏曲,http://124.116.183.146:9901/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV11戏曲,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV11戏曲,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv11&videoTVChannel=cctv11&P2PChannelID=pd://cctv_p2p_cctv11&tai=cctv11&VideoName=cctv11&channelID=cctv11
CCTV11戏曲,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv11&ChannelID=cctv11&videoTVChannel=cctv11&P2PChannelID=pd://cctv_p2p_cctv11
CCTV11戏曲,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11戏曲,http://113.25.252.226:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV11戏曲,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV11戏曲,http://183.11.239.36:808/hls/29/index.m3u8
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV11戏曲,http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8
CCTV12社会与法,http://42.225.117.174:11199/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12社会与法,http://api2.52tb.xyz/info?id=65&token=20230218zdxlqr
CCTV12社会与法,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://113.57.111.4:1111/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?v=180.171.5.8.9.6.3.9&vdnSID=&vdnIP=&vdnCountryCode=&vdnProvinceCode=&vdnCityCode=&vdnISPCode=&tai=cctv12&ChannelID=cctv12&videoTVChannel=cctv12&P2PChannelID=pd://cctv_p2p_cctv12
CCTV12社会与法,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv12&ChannelID=cctv12&videoTVChannel=cctv12&P2PChannelID=pd://cctv_p2p_cctv12
CCTV12社会与法,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12社会与法,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV12社会与法,http://36.105.100.208:35455/gaoma/cctv12.m3u8
CCTV12社会与法,http://183.11.239.36:808/hls/30/index.m3u8
CCTV12社会与法,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8
CCTV13新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13新闻,http://113.57.111.4:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://api2.52tb.xyz/info?id=15&token=20230218zdxlqr
CCTV13新闻,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://124.116.183.146:9901/tsfile/live/0013_1.m3u8
CCTV13新闻,http://218.89.240.144:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV13新闻,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://58.19.43.46:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://61.138.128.226:19901/tsfile/live/0013_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV13新闻,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13新闻,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8
CCTV14少儿,http://42.225.117.174:11199/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV14少儿,http://113.57.111.4:1111/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14少儿,http://221.2.148.205:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://227w9f5104.zicp.fun:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://61.138.128.226:19901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV14少儿,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV14少儿,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8
CCTV14少儿,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8
CCTV14少儿,http://36.105.100.208:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://fn.tmde.top:35455/mgtv/624878440.m3u8
CCTV15音乐,http://api2.52tb.xyz/info?id=17&token=20230218zdxlqr
CCTV15音乐,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15音乐,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://112.99.193.34:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8
CCTV15音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
CCTV15音乐,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV15音乐,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV15音乐,http://60.29.124.66:6080/hls/26/index.m3u8
CCTV15音乐,http://183.11.239.36:808/hls/102/index.m3u8
CCTV15音乐,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV15音乐,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8
CCTV16奥林匹克,http://42.225.117.174:11199/tsfile/live/0015_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV16奥林匹克,http://api2.52tb.xyz/info?id=18&token=20230218zdxlqr
CCTV16奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV16奥林匹克,http://api3.52tb.xyz/info?id=156&token=20221127jxwhhemby
CCTV16奥林匹克,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV17农业农村,http://api2.52tb.xyz/info?id=70&token=20230218zdxlqr
CCTV17农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17农业农村,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv17&videoTVChannel=cctv17&P2PChannelID=pd://cctv_p2p_cctv17&tai=cctv1&VideoName=cctv1&channelID=cctv17
CCTV17农业农村,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV17农业农村,http://36.105.100.208:35455/gaoma/cctv17.m3u8
CCTV17农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV17农业农村,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8
CCTV17农业农村,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
1.2-💰央视付费,#genre#
CETV1综合教育,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV1综合教育,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV1综合教育,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV2空中课堂,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV2空中课堂,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV4职业教育,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV4职业教育,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8
CETV4职业教育,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
CGTN,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
1.3-📡卫视,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
